gene,mean_bulge,mean_dent,lfc
KMT5A,0.027926017,0.028701575,-0.0007755589
GATAD2A,0.033834945,0.03461518,-0.000780236
ICMT,0.04016958,0.04095121,-0.00078162923
PSMB6,0.04840512,0.049188156,-0.0007830374
PDP1,0.024604565,0.025387764,-0.00078319944
MRPS7,0.03414007,0.034925476,-0.0007854067
RBM12,0.026315598,0.027103884,-0.0007882863
SEPHS2,0.025108645,0.025897056,-0.0007884111
SSBP3,0.041522473,0.042311676,-0.00078920275
CDC123,0.06518205,0.06597822,-0.00079616904
STRAP,0.024711462,0.025514875,-0.00080341287
HYPK,0.041042008,0.041845728,-0.0008037202
ARPC5,0.10454132,0.10534731,-0.00080599636
CNIH4,0.09023306,0.09103928,-0.0008062199
MXRA5,0.032342184,0.03316006,-0.0008178763
HNRNPH3,0.0274224,0.02824378,-0.00082137994
IFIT3,0.02496246,0.025789555,-0.00082709454
UQCC3,0.021557499,0.022384718,-0.00082721934
PGAM5,0.025525542,0.026354475,-0.00082893297
BCL11A,0.027061315,0.027892847,-0.00083153136
AHSA1,0.032491513,0.03332619,-0.00083467737
HAT1,0.0399189,0.040760264,-0.00084136426
LAMTOR4,0.03349573,0.034338165,-0.0008424334
CSNK2A2,0.030827273,0.031671144,-0.0008438714
DAZAP1,0.047927145,0.048771832,-0.0008446872
CBFB,0.03934061,0.04018964,-0.0008490272
PON2,0.028457705,0.02931413,-0.0008564256
VTA1,0.024622576,0.025487643,-0.0008650664
M6PR,0.029232625,0.030098034,-0.00086540915
GCN1,0.036770027,0.037636027,-0.0008659996
CSNK2B,0.028961943,0.029830247,-0.0008683037
HLA-C,0.28680488,0.28767398,-0.0008690953
PSENEN,0.03769296,0.038564987,-0.0008720271
TCOF1,0.024821963,0.025695056,-0.00087309256
NIPA2,0.025312819,0.026187586,-0.0008747671
MMD,0.025558185,0.026436958,-0.00087877363
COMMD7,0.025090797,0.025972594,-0.0008817967
ADPGK,0.022272488,0.023157543,-0.00088505447
CACUL1,0.02683677,0.027725391,-0.00088862143
MTHFD2,0.033010196,0.033908468,-0.0008982718
RDH11,0.04137746,0.042275988,-0.00089852884
FEM1A,0.022042515,0.022944571,-0.0009020567
MAGEA4,0.09913053,0.100038216,-0.0009076819
DUSP23,0.027872508,0.028780743,-0.0009082351
AGO1,0.025288085,0.026198683,-0.0009105988
TMEM205,0.033622947,0.034534797,-0.0009118505
ZMAT2,0.033701066,0.03462003,-0.0009189658
IMPA2,0.07960596,0.08052744,-0.00092148036
LSM3,0.034385245,0.03530708,-0.00092183426
MAT2A,0.12694484,0.12786914,-0.0009243041
RPRD2,0.025244575,0.026174188,-0.00092961267
OAS1,0.038141638,0.039073512,-0.0009318739
ZFAS1,0.10533551,0.106267974,-0.0009324625
IPO5,0.022646058,0.023578767,-0.0009327084
ROCK1,0.029074345,0.030007176,-0.0009328313
PRPF38B,0.024190232,0.025126966,-0.00093673356
PFN1,0.32137656,0.32231858,-0.0009420216
SIVA1,0.04859838,0.04954691,-0.0009485297
SELENON,0.031697683,0.03265356,-0.00095587596
RAD23A,0.07349111,0.07445244,-0.00096132606
STIP1,0.038947273,0.039908756,-0.0009614825
ATXN2L,0.060557082,0.06152036,-0.0009632781
CNOT9,0.026723368,0.027687863,-0.0009644944
NUCB1,0.06367506,0.06464364,-0.0009685755
GORASP2,0.040165335,0.04113469,-0.00096935406
USP9X,0.040801413,0.041780323,-0.0009789094
TMEM167A,0.048495974,0.049479432,-0.000983458
UBE2B,0.059347086,0.0603335,-0.0009864159
TINAGL1,0.03382237,0.034811232,-0.0009888634
PSMC5,0.03528367,0.03627388,-0.000990212
DDB1,0.066913255,0.067904465,-0.0009912103
PRKD2,0.024736796,0.025732737,-0.0009959415
RBBP7,0.024833526,0.025833398,-0.0009998716
SELENOT,0.071783595,0.072785184,-0.001001589
GSTO1,0.0546725,0.055683278,-0.0010107793
SET,0.19759202,0.19860578,-0.0010137558
DNAJC7,0.031085677,0.032102,-0.0010163225
CAMLG,0.03674661,0.03776782,-0.0010212101
GNL3,0.02406898,0.025090974,-0.0010219943
SHMT2,0.027604798,0.02863088,-0.0010260828
MT-TS1,0.02464819,0.025676452,-0.0010282621
FAM20B,0.029374745,0.030403081,-0.0010283366
ARF4,0.074455075,0.07548385,-0.0010287762
CHP1,0.024194924,0.025225028,-0.0010301042
GSPT1,0.04947261,0.050508633,-0.0010360219
TPST1,0.023716075,0.024756338,-0.0010402631
URI1,0.024418207,0.025462022,-0.0010438152
USF2,0.04372915,0.044777352,-0.0010482036
SLC7A1,0.02245836,0.023515182,-0.001056822
NEFL,0.08464443,0.08570231,-0.0010578781
PSMD4,0.049291253,0.05035269,-0.0010614358
KCNC2,0.10548574,0.10654884,-0.001063101
GADD45A,0.04512738,0.04619143,-0.001064051
DNM2,0.021297824,0.02237424,-0.001076417
VPS36,0.026195899,0.027272902,-0.0010770038
TM4SF1,0.16352317,0.1646023,-0.0010791272
SF3A1,0.043084826,0.044171147,-0.0010863207
SNHG32,0.022278469,0.023367027,-0.0010885578
SLC38A1,0.06896935,0.07006758,-0.0010982305
PSMA1,0.02527032,0.026370022,-0.001099702
OAZ1,0.25925678,0.26035655,-0.0010997653
RPA1,0.02499725,0.026097907,-0.0011006575
DDOST,0.04366802,0.044782605,-0.0011145845
C22orf39,0.024757732,0.02587748,-0.0011197478
CRNDE,0.037601244,0.038722225,-0.0011209808
ZBTB8OS,0.022366783,0.02349355,-0.0011267681
CNOT1,0.039292157,0.040419865,-0.0011277087
NDUFA12,0.041545425,0.04267912,-0.0011336952
CACYBP,0.02937726,0.030516542,-0.0011392832
RERE,0.026558073,0.027699247,-0.0011411738
CTDSP2,0.043060828,0.044209167,-0.0011483394
EIF3H,0.074981004,0.07613125,-0.001150243
GOT2,0.02400837,0.025164055,-0.0011556856
IPO7,0.036944807,0.038108416,-0.0011636093
TMX2,0.0416338,0.04279906,-0.0011652596
GRK6,0.027089803,0.028256847,-0.001167044
MYCBP,0.037235968,0.03840498,-0.001169011
RRS1,0.02109191,0.022261344,-0.0011694338
TCF25,0.032295648,0.03346529,-0.0011696406
EIF2S2,0.08408497,0.08525597,-0.0011710003
EBNA1BP2,0.054320026,0.055494573,-0.0011745468
TOMM20,0.09642734,0.097617134,-0.0011897981
CIC,0.046737097,0.04792863,-0.0011915341
EMC1,0.020935979,0.022129834,-0.001193855
STARD7,0.06241787,0.06361241,-0.0011945404
TOMM70,0.028961342,0.030157723,-0.0011963807
MYDGF,0.046344448,0.047548138,-0.0012036897
CCNI,0.07381224,0.07501704,-0.0012048036
RB1,0.02912886,0.030360157,-0.001231296
ACO2,0.046205655,0.047437623,-0.0012319684
HAX1,0.031040542,0.03227743,-0.0012368895
ADI1,0.026440846,0.02768322,-0.001242375
AK3,0.025983267,0.027231846,-0.0012485795
TOMM22,0.07074603,0.072000325,-0.0012542978
CLPTM1,0.029073358,0.030333742,-0.0012603849
PIGS,0.040898435,0.042160284,-0.001261849
HADHA,0.030531108,0.031800088,-0.0012689792
MRPS36,0.023079878,0.024352789,-0.0012729112
MAGOH,0.062005468,0.06328552,-0.0012800545
CHCHD10,0.032199327,0.033479534,-0.0012802072
CALU,0.07587559,0.07715861,-0.0012830198
CLTA,0.05035464,0.051639173,-0.0012845322
MAGT1,0.022751708,0.024040014,-0.001288306
TIMM17A,0.03582347,0.03711449,-0.001291018
RBBP4,0.066089965,0.06738327,-0.0012933016
TOP2B,0.021674318,0.02297084,-0.0012965221
RAB32,0.03702684,0.038324647,-0.0012978055
COA4,0.021269355,0.02257372,-0.0013043657
STK4,0.027250255,0.028556883,-0.0013066288
LPCAT2,0.02285696,0.024164975,-0.0013080146
EXOSC6,0.035650298,0.036960542,-0.0013102442
GFPT2,0.026675137,0.0279868,-0.0013116635
MFN2,0.038702574,0.040018238,-0.0013156645
DDX5,0.14990923,0.15123047,-0.0013212413
MARS1,0.02843798,0.029767778,-0.0013297983
PIP4K2C,0.03128811,0.032629278,-0.0013411678
PSMA3,0.07043087,0.07177241,-0.0013415441
LSM5,0.07919757,0.08054043,-0.0013428628
MAT2B,0.02981682,0.03116259,-0.0013457704
SMAD1,0.024400948,0.025747113,-0.0013461653
UBE2N,0.04953216,0.050881,-0.0013488382
XRCC5,0.053890526,0.05523999,-0.0013494641
PSMC1,0.024973404,0.02632711,-0.0013537072
NDUFC1,0.054265276,0.05562097,-0.0013556927
ICAM1,0.022053473,0.023412155,-0.0013586823
PTPRK,0.022560634,0.023926975,-0.0013663415
IPO9,0.034432024,0.03580495,-0.0013729259
SND1,0.040292896,0.041666605,-0.0013737082
MRC2,0.027297145,0.028676549,-0.0013794042
NLRP2,0.037364352,0.038743906,-0.0013795532
NADK2,0.03226045,0.03364491,-0.0013844594
FIS1,0.046466865,0.047852717,-0.0013858527
VPS13C,0.029904712,0.03129486,-0.001390148
COPS6,0.032204214,0.03359916,-0.0013949461
NMT1,0.031834837,0.033235334,-0.0014004968
SF3B5,0.048625056,0.050030828,-0.0014057718
EFR3A,0.051362235,0.052771423,-0.0014091879
MRPS16,0.028807765,0.030226743,-0.001418978
NR2F6,0.045338403,0.04675943,-0.0014210269
PSMC2,0.039479,0.040900674,-0.0014216751
LRRC47,0.033515472,0.034939803,-0.0014243312
PCBD1,0.022025833,0.023455542,-0.0014297087
PGP,0.026959185,0.028389378,-0.001430193
KCTD1,0.021285912,0.022721784,-0.0014358722
ENSG00000287929,0.037962645,0.039403535,-0.0014408901
PSMA5,0.05154493,0.052985962,-0.0014410317
DHX9,0.025381554,0.02682609,-0.0014445353
PSMC4,0.02594586,0.027392697,-0.0014468357
MVP,0.037341353,0.03879099,-0.0014496371
CKAP5,0.023457443,0.024908036,-0.0014505927
HNRNPH1,0.17481232,0.17626673,-0.0014544129
POLR2E,0.040280905,0.041736476,-0.0014555715
HMGB3,0.022892073,0.024348387,-0.0014563147
STT3B,0.025941709,0.027399061,-0.0014573522
ENTREP3,0.021501081,0.022958525,-0.0014574435
ILF3,0.038626622,0.04008612,-0.001459498
SAP18,0.053935207,0.05540161,-0.0014664009
HDGF,0.14200765,0.14348064,-0.0014729947
ABCF2,0.022625215,0.02410102,-0.0014758054
CREG1,0.029331325,0.030810433,-0.0014791079
USP14,0.06257994,0.06405945,-0.001479514
COX14,0.023924956,0.025409352,-0.0014843959
MRPL4,0.024384497,0.025870262,-0.001485765
NUDT5,0.04849035,0.0499766,-0.0014862493
SLC25A28,0.02164008,0.02313047,-0.0014903918
MGST1,0.021702994,0.023206566,-0.0015035719
CHCHD7,0.023519894,0.025023483,-0.0015035886
AP2S1,0.08951001,0.09101424,-0.001504235
PLK2,0.06189915,0.06340805,-0.0015088953
LITAF,0.047939267,0.04945689,-0.0015176237
DDX23,0.025209399,0.026740286,-0.0015308876
EIF4G2,0.18880777,0.1903405,-0.0015327334
HM13,0.033359278,0.034897707,-0.0015384294
LARP1,0.05497009,0.05650864,-0.0015385523
SLC25A1,0.026498629,0.028044512,-0.0015458837
MFSD6,0.025831508,0.027377406,-0.0015458986
CDK2,0.04521029,0.046771966,-0.0015616752
ID3,0.026450079,0.028013656,-0.001563577
MDK,0.03459444,0.03615905,-0.0015646107
H1-10,0.06653692,0.06810534,-0.0015684217
MAD2L2,0.051468875,0.05303774,-0.001568865
IGFBP4,0.07809658,0.079670094,-0.0015735105
CBX6,0.028107123,0.029684177,-0.0015770532
DAZAP2,0.12531997,0.12689738,-0.0015774071
PRR13,0.044393525,0.04598315,-0.0015896261
TPD52L1,0.04424197,0.045835506,-0.0015935376
PHB1,0.034411214,0.036005743,-0.0015945286
IL6ST,0.03541246,0.037017304,-0.0016048439
UGGT1,0.023279252,0.024885021,-0.0016057696
LEPROTL1,0.02293009,0.024538817,-0.0016087275
EIF6,0.08029888,0.08191577,-0.0016168952
OAS2,0.033656172,0.035276968,-0.0016207956
BIRC2,0.026704116,0.028329436,-0.00162532
ZC3HAV1,0.040286858,0.041917536,-0.0016306788
PRELID1,0.04676797,0.048401885,-0.001633916
STT3A,0.023090553,0.02472573,-0.0016351771
U2AF2,0.06606847,0.0677078,-0.0016393289
PIH1D1,0.02829266,0.029939521,-0.0016468614
NDUFB10,0.05633097,0.05797833,-0.0016473569
PHB2,0.041919153,0.04357155,-0.0016523972
COPG1,0.057703342,0.059355788,-0.0016524456
NOP16,0.031961247,0.033619177,-0.0016579293
RAD21,0.06134713,0.06300743,-0.0016602986
NUDT1,0.047504116,0.04917171,-0.0016675927
AKR1B1,0.024146216,0.02581557,-0.0016693547
ROMO1,0.09621622,0.097888544,-0.0016723275
KIF2C,0.02198058,0.023655055,-0.0016744751
EID1,0.054984573,0.05666423,-0.0016796552
USP10,0.035745222,0.037427295,-0.0016820729
LAPTM4A,0.21174365,0.21343,-0.0016863495
RPA2,0.027810026,0.02949909,-0.0016890634
MX1,0.07675736,0.07845297,-0.0016956106
BANF1,0.13923852,0.14093529,-0.0016967654
DLD,0.029454686,0.031152004,-0.0016973186
SRSF10,0.03929552,0.040992886,-0.0016973652
RPL3,0.34995386,0.35165226,-0.0016984046
TCP1,0.092556834,0.09425793,-0.0017010942
FAM32A,0.028943462,0.030646529,-0.0017030668
CDV3,0.051963244,0.053667106,-0.0017038621
TECR,0.033249326,0.034973424,-0.0017240979
SAMD1,0.038420122,0.040146314,-0.0017261915
LGMN,0.025901072,0.027631287,-0.0017302148
NACA,0.1363288,0.13806231,-0.0017335117
MT1H,0.027466726,0.02920348,-0.0017367546
MBD3,0.022386823,0.024132174,-0.0017453507
TMEM208,0.029560672,0.0313096,-0.0017489288
CYRIB,0.07045197,0.07220799,-0.0017560199
UBQLN4,0.022716686,0.024478298,-0.0017616116
EIF3J,0.03744256,0.039206427,-0.0017638654
MAPRE1,0.06512713,0.066892594,-0.0017654672
DNASE2,0.023416176,0.025185674,-0.001769498
DNAJA1,0.048606433,0.050378397,-0.0017719641
KPNB1,0.07465063,0.07642536,-0.0017747283
APOE,0.05442116,0.056209475,-0.0017883144
TSPAN3,0.033535164,0.035324153,-0.0017889887
DAP3,0.036891118,0.03868218,-0.0017910637
MICOS10,0.02891097,0.030706577,-0.0017956067
ATP5PD,0.07837129,0.080169864,-0.0017985776
PSMB3,0.033392046,0.03519189,-0.0017998442
NUB1,0.023023315,0.02482875,-0.0018054359
RPL36,0.4396448,0.44145346,-0.0018086433
PPIH,0.04327803,0.045087647,-0.0018096156
PSMB7,0.071036585,0.07285222,-0.001815632
PPIAP22,0.024131678,0.025950383,-0.0018187054
RTCB,0.030877186,0.03270376,-0.001826575
TMEM123,0.026935464,0.028764775,-0.0018293113
PRPS1,0.033145506,0.034979794,-0.0018342882
BRI3BP,0.021415547,0.023268247,-0.0018527005
SLTM,0.031936284,0.03378945,-0.0018531643
UBAP2L,0.048004698,0.049864292,-0.0018595941
TRAM1,0.07241945,0.074300185,-0.0018807352
TMEM9B,0.044219784,0.04610102,-0.0018812343
C20orf27,0.024293877,0.026177498,-0.0018836204
UQCRFS1,0.024075067,0.025961176,-0.0018861089
MCCC2,0.022645345,0.024535904,-0.0018905587
SNHG6,0.08982023,0.09171108,-0.001890853
TGM2,0.02527477,0.027173152,-0.0018983819
KDM1A,0.027669912,0.029569007,-0.0018990953
PLEKHB2,0.041275635,0.043178983,-0.0019033477
TRMT112,0.19371648,0.19562061,-0.00190413
ITPRIPL2,0.031478472,0.033385467,-0.0019069947
LMO4,0.04367093,0.045578785,-0.0019078553
ATP5F1B,0.10260384,0.10451334,-0.0019095019
CD68,0.02885034,0.030760376,-0.0019100364
DCTPP1,0.034115504,0.0360258,-0.0019102953
NDUFB8,0.02798702,0.029898398,-0.0019113775
API5,0.0344417,0.036354244,-0.0019125454
IQGAP3,0.025932593,0.02784861,-0.0019160174
UTP4,0.02391128,0.02583171,-0.00192043
CALM3,0.046151157,0.048080724,-0.0019295663
MRPL3,0.03019905,0.03213078,-0.0019317307
ATP2C1,0.024720639,0.026655225,-0.0019345861
EFTUD2,0.02802586,0.029961655,-0.001935795
ABRACL,0.025333978,0.027271658,-0.00193768
SIPA1L3,0.029839233,0.031789485,-0.0019502528
EIF4G1,0.07594619,0.07789952,-0.0019533336
SPCS2,0.039669022,0.04162399,-0.001954969
NDUFAF3,0.022705507,0.02466063,-0.0019551236
XPO1,0.051940817,0.053899202,-0.001958385
MAX,0.03439928,0.03635941,-0.0019601323
C19orf53,0.04210565,0.044069555,-0.001963906
CDC42SE2,0.025954016,0.027926575,-0.0019725598
HNRNPUL2,0.05003615,0.05201814,-0.0019819885
SNF8,0.029507011,0.03148903,-0.0019820184
ATOX1,0.04873792,0.05072,-0.001982078
VCP,0.04460502,0.046591327,-0.0019863062
FBLN1,0.02299395,0.024983209,-0.0019892585
UQCRC2,0.024944423,0.026940353,-0.0019959304
PML,0.034192942,0.0361947,-0.0020017587
NFYC,0.031783964,0.03378919,-0.002005227
ERP29,0.031112386,0.033119716,-0.0020073298
MRPL53,0.026786024,0.02879568,-0.0020096563
APRT,0.03952618,0.04153843,-0.002012249
NDUFA6,0.09708364,0.099096395,-0.002012752
MT-RNR1,0.78384334,0.7858565,-0.0020131469
RUSC1,0.07020253,0.072220206,-0.0020176768
RAB2A,0.094780825,0.096799284,-0.0020184591
SMARCC1,0.026630389,0.02864999,-0.002019601
RUNX3,0.038132902,0.040154595,-0.0020216927
HSPA9,0.057915006,0.05995256,-0.002037555
PRRC2A,0.032575876,0.03461448,-0.0020386055
NDUFA2,0.048315383,0.05035772,-0.0020423383
SEC61A1,0.032407083,0.034455024,-0.002047941
SNRPD3,0.07177392,0.073826715,-0.0020527989
LSR,0.05669325,0.058747895,-0.0020546466
BCAP31,0.117396384,0.119451225,-0.0020548403
HNRNPR,0.051332954,0.053392325,-0.0020593703
PUF60,0.06706435,0.06912928,-0.0020649284
CDYL2,0.14364316,0.14571227,-0.0020691156
HEATR1,0.028560929,0.030632017,-0.0020710882
SNX5,0.049241398,0.051326647,-0.0020852499
LPCAT3,0.023644282,0.025737364,-0.0020930823
ETHE1,0.027537514,0.029634416,-0.0020969026
MCM4,0.03744452,0.039542396,-0.0020978749
NDUFB7,0.03424918,0.036356464,-0.002107285
EIF3F,0.024946472,0.027058784,-0.0021123122
CCT7,0.052771892,0.054884512,-0.0021126196
LCE3D,0.02793345,0.030047799,-0.002114348
EIF3A,0.03626917,0.038389463,-0.0021202937
MRPS33,0.028011462,0.030133039,-0.002121577
ACTL6A,0.029903246,0.032032095,-0.0021288488
MRPL15,0.021672238,0.0238094,-0.0021371618
RHOA,0.13607645,0.13821383,-0.0021373779
NOL7,0.024605734,0.026748084,-0.0021423493
CLDN7,0.059638716,0.061784532,-0.0021458156
CTSZ,0.06059852,0.06274627,-0.0021477528
SRRT,0.03105923,0.03320921,-0.0021499787
COPE,0.025114242,0.027267506,-0.0021532644
POGK,0.028612213,0.030768288,-0.002156075
MRPL20,0.047319796,0.04948308,-0.0021632835
CKLF,0.022051152,0.02421715,-0.0021659974
NIT2,0.03788175,0.040051922,-0.0021701716
NUTF2,0.13359806,0.13577318,-0.0021751225
EIF3M,0.030917967,0.033098698,-0.002180731
MRPS34,0.04234201,0.044529554,-0.0021875426
AP1B1,0.026076684,0.028266495,-0.0021898113
SRPRA,0.03293165,0.035121657,-0.0021900088
PARP1,0.0606126,0.062802956,-0.0021903552
LENG8,0.052774925,0.054965585,-0.0021906607
RBM8A,0.08493568,0.087128095,-0.0021924153
IMMT,0.027927762,0.030126253,-0.0021984912
NDUFS8,0.0416756,0.043875396,-0.002199795
AKT2,0.038495746,0.040717706,-0.0022219606
MYD88,0.028879449,0.031104371,-0.0022249222
MTCH1,0.07778336,0.08000991,-0.0022265464
MLEC,0.028366677,0.030610152,-0.0022434741
POLR2I,0.032045648,0.034291863,-0.002246216
MTND2P28,0.021648308,0.023904491,-0.002256183
LRPPRC,0.03511613,0.037377708,-0.002261579
HMGA1,0.05250932,0.054771394,-0.0022620745
NDUFS7,0.021313636,0.023583328,-0.0022696927
POLE3,0.04222804,0.044498682,-0.0022706427
UBB,0.08201867,0.084290594,-0.0022719204
ECT2,0.027001489,0.029290797,-0.0022893082
CHCHD2,0.37750825,0.37979823,-0.0022899806
ANP32E,0.028387098,0.03067955,-0.0022924524
MAGED1,0.02635259,0.028645696,-0.0022931062
FAM120A,0.08964229,0.09194631,-0.002304025
SNRPC,0.030909158,0.03321493,-0.0023057722
EIF2S3,0.044810332,0.0471233,-0.0023129694
UXT,0.024326108,0.026641782,-0.002315674
TSPEAR,0.02821129,0.030536525,-0.002325235
SIGMAR1,0.0284845,0.030810535,-0.0023260359
DNAJB11,0.03060765,0.03293483,-0.0023271795
FUS,0.08770155,0.09003346,-0.002331905
SEC31A,0.052919354,0.055255577,-0.0023362227
PA2G4,0.055188626,0.057525728,-0.0023371018
DPYSL2,0.028124744,0.030472495,-0.0023477506
STIM1,0.025062812,0.027413035,-0.0023502223
COX7B,0.031141093,0.03349682,-0.0023557264
RBP1,0.058201287,0.060565013,-0.0023637265
HSPA4,0.039930917,0.042299762,-0.002368845
NAB1,0.03562972,0.03799949,-0.002369769
SLC44A2,0.021888053,0.024263548,-0.0023754947
LY6D,0.17630859,0.17868426,-0.0023756772
ENSA,0.08813779,0.090516634,-0.0023788437
GSTP1,0.53971756,0.5421055,-0.002387941
AGFG1,0.0712151,0.07361059,-0.0023954883
PPM1G,0.045612644,0.048012935,-0.0024002902
CENPW,0.03006776,0.03247254,-0.0024047792
TRIM25,0.0319415,0.03434782,-0.0024063215
SFT2D2,0.03148536,0.033893246,-0.002407886
HYOU1,0.03865267,0.041071497,-0.0024188273
IRAK1,0.0632353,0.06565806,-0.002422765
CD2AP,0.035483867,0.037910514,-0.0024266466
PSMD8,0.047235496,0.049667157,-0.002431661
LTBP2,0.06004667,0.062483456,-0.002436787
TNFSF10,0.1930787,0.1955179,-0.0024392009
NOLC1,0.031859364,0.034302894,-0.0024435297
REEP5,0.07179127,0.07424614,-0.0024548694
KPNA2,0.028899044,0.031369243,-0.002470199
CCNB1,0.021682652,0.024159413,-0.0024767611
NIBAN1,0.026558328,0.029036148,-0.002477819
CD14,0.025692875,0.028172469,-0.0024795942
HCFC1,0.022246731,0.024730828,-0.0024840962
CTPS1,0.04197165,0.04445885,-0.0024872012
RNF213,0.049377095,0.051889233,-0.0025121383
RASIP1,0.026514895,0.029029565,-0.0025146697
SSR3,0.051185094,0.05370106,-0.002515968
PTTG1,0.03413396,0.036653474,-0.0025195144
KHSRP,0.07550935,0.078044675,-0.0025353283
COX5B,0.08701133,0.08954942,-0.0025380924
SLC1A5,0.046624605,0.04916301,-0.0025384054
DEK,0.056842852,0.059389256,-0.0025464036
TUFM,0.055010382,0.057574168,-0.0025637858
ID1,0.059920367,0.062496882,-0.002576515
TBCB,0.0481771,0.05075532,-0.0025782175
METAP2,0.0412983,0.04388435,-0.0025860518
HIVEP3,0.024000736,0.026595363,-0.0025946274
TMEM109,0.05072069,0.053336874,-0.002616182
TAF10,0.025261793,0.027881995,-0.0026202016
RBMX,0.043502092,0.04612408,-0.002621986
ISCU,0.051817995,0.054440435,-0.0026224405
MRPS27,0.028363569,0.03098882,-0.0026252512
NAA38,0.057503417,0.06013151,-0.0026280917
RPA3,0.052080803,0.05471187,-0.0026310682
SMC4,0.026158124,0.0288141,-0.0026559755
ANAPC5,0.073423184,0.07608437,-0.0026611835
HNRNPK,0.18034314,0.18302016,-0.0026770234
PRPF8,0.05459033,0.057268716,-0.0026783869
DDX11,0.034137104,0.036815565,-0.0026784614
RPS27L,0.06084614,0.063533194,-0.0026870556
SERP1,0.08687399,0.08956136,-0.0026873648
PRSS21,0.031117724,0.03382095,-0.0027032252
AHCY,0.020349193,0.023067283,-0.0027180891
PPA2,0.029926943,0.032657698,-0.0027307551
PPIB,0.10877996,0.11151474,-0.0027347803
EIF3I,0.06761846,0.070360966,-0.0027425066
LSM7,0.03214239,0.034890454,-0.0027480647
ZMPSTE24,0.06641526,0.06916929,-0.0027540326
SPTBN1,0.07798882,0.08074752,-0.0027587041
SULF2,0.052569296,0.055345446,-0.0027761497
RRM1,0.021644736,0.02442681,-0.0027820747
GABRE,0.040682822,0.04347263,-0.0027898066
TMEM176B,0.032978225,0.035771836,-0.00279361
DTX3L,0.023978764,0.026776316,-0.0027975515
FAM174C,0.0387049,0.041502625,-0.0027977265
ACSL3,0.035162654,0.0379682,-0.002805546
NAA50,0.04323843,0.04604555,-0.002807118
NUP62,0.035653856,0.03847598,-0.0028221235
NUP205,0.030994525,0.033835027,-0.0028405022
CDK1,0.030700153,0.033552706,-0.0028525535
U2SURP,0.041989874,0.044861116,-0.0028712414
NDUFA11,0.035802286,0.038675617,-0.0028733313
HNRNPU,0.14293344,0.14580898,-0.0028755367
TIMM10,0.03197073,0.034853112,-0.0028823838
CCT4,0.08395159,0.08683586,-0.0028842688
MDH2,0.0603171,0.063203156,-0.002886057
PLTP,0.08175874,0.0846555,-0.0028967634
ASAH1,0.03237889,0.03527786,-0.0028989688
TOPBP1,0.02320517,0.0261138,-0.0029086303
AKR1A1,0.05172289,0.0546396,-0.0029167086
NOP56,0.053302344,0.056227967,-0.0029256232
NFIC,0.049785256,0.052711997,-0.0029267408
PARP14,0.031066386,0.033995997,-0.0029296111
CYB5B,0.035762634,0.038693674,-0.0029310398
RNPEP,0.044106223,0.04703753,-0.002931308
DNAJC9,0.025518145,0.028460816,-0.0029426701
CKS2,0.071018115,0.07397146,-0.002953343
BZW2,0.051417075,0.05437554,-0.0029584654
CYCS,0.122549504,0.12552367,-0.0029741675
SLC30A1,0.03612209,0.03910836,-0.0029862672
SMARCD2,0.02102233,0.024017926,-0.0029955972
CRTAP,0.0492055,0.05220194,-0.002996441
PRDX5,0.16180861,0.16481188,-0.0030032694
RFC4,0.03616326,0.039168794,-0.0030055344
HMGN3,0.034329776,0.03737031,-0.0030405335
SRD5A1,0.031986322,0.03502738,-0.0030410588
EIF3G,0.032239158,0.03528465,-0.0030454919
PSMG1,0.028070586,0.03111688,-0.0030462947
ARL6IP5,0.023503833,0.02655021,-0.0030463766
MCTS1,0.03691448,0.03997447,-0.0030599907
RPRD1A,0.024044042,0.027126804,-0.0030827615
NRARP,0.037675407,0.040760733,-0.0030853264
SEC13,0.029846892,0.032935873,-0.003088981
BIRC5,0.030067356,0.0331839,-0.0031165425
TACSTD2,0.34084675,0.34396398,-0.0031172335
TRIM28,0.06936587,0.072485335,-0.0031194687
AARS1,0.029707113,0.03282877,-0.0031216573
MT-TA,0.036149878,0.039286263,-0.0031363852
ATP5IF1,0.09059667,0.09374246,-0.0031457916
SRSF1,0.027573377,0.030719418,-0.0031460412
COMMD6,0.06426341,0.06741049,-0.0031470805
MRPL33,0.057868794,0.061036028,-0.0031672344
LAP3,0.022047995,0.025220525,-0.0031725299
NEFM,0.024326527,0.02750051,-0.0031739827
CD24,0.10657738,0.109768234,-0.0031908527
HIGD2A,0.045257293,0.048448864,-0.0031915717
DKC1,0.03846202,0.041669007,-0.003206987
SYNCRIP,0.055542905,0.05875768,-0.0032147765
NDUFB9,0.08500278,0.088217676,-0.0032148957
SEC23B,0.025965258,0.029187316,-0.0032220576
VSNL1,0.024030484,0.027274894,-0.0032444093
MBD2,0.08704352,0.09029907,-0.0032555535
SNRNP200,0.054731082,0.05800887,-0.003277786
DNAJC10,0.037914675,0.041204218,-0.003289543
SKA2,0.02461039,0.027901618,-0.003291227
CAPNS2,0.026302725,0.029602632,-0.0032999068
MCL1,0.1841607,0.18746072,-0.003300026
SF3B3,0.041371055,0.044671178,-0.003300123
PDCD2,0.0442064,0.04750831,-0.003301911
LASP1,0.058019664,0.061322495,-0.0033028312
SRSF2,0.14550878,0.14881583,-0.0033070445
UFC1,0.052010834,0.055330303,-0.0033194683
PRKACA,0.0400846,0.043416265,-0.003331665
